,case_open,harsh_acceleration,hbk,ign,lat,lname,lon,osf,panic,spd,tis,fk_asset_id,lic_plate_no
0,False,False,False,A,20.829773,"Veraval-Prashnavada-Kodinar Rd, Lodhwa, GJ 362275",70.576481,False,False,0.0,1527618572,571974,GJ11TT9978
1,False,False,False,A,20.829773,"Veraval-Prashnavada-Kodinar Rd, Lodhwa, GJ 362275",70.576481,False,False,0.0,1527618526,571974,GJ11TT9978
2,False,False,False,A,20.829773,"Veraval-Prashnavada-Kodinar Rd, Lodhwa, GJ 362275",70.576481,False,False,0.0,1527618481,571974,GJ11TT9978
3,False,False,False,A,20.829773,"Veraval-Prashnavada-Kodinar Rd, Lodhwa, GJ 362275",70.576481,False,False,0.0,1527618436,571974,GJ11TT9978
4,False,False,False,A,20.829773,"Veraval-Prashnavada-Kodinar Rd, Lodhwa, GJ 362275",70.576481,False,False,0.0,1527618391,571974,GJ11TT9978
5,False,False,False,A,20.829773,"Veraval-Prashnavada-Kodinar Rd, Lodhwa, GJ 362275",70.576481,False,False,0.0,1527618346,571974,GJ11TT9978
6,False,False,False,A,20.829773,"Veraval-Prashnavada-Kodinar Rd, Lodhwa, GJ 362275",70.576481,False,False,0.0,1527618301,571974,GJ11TT9978
7,False,False,False,A,20.829773,"Veraval-Prashnavada-Kodinar Rd, Lodhwa, GJ 362275",70.576481,False,False,0.0,1527618256,571974,GJ11TT9978
8,False,False,False,A,20.829773,"Veraval-Prashnavada-Kodinar Rd, Lodhwa, GJ 362275",70.576481,False,False,0.0,1527618211,571974,GJ11TT9978
9,False,False,False,A,20.829773,"Veraval-Prashnavada-Kodinar Rd, Lodhwa, GJ 362275",70.576481,False,False,0.0,1527618166,571974,GJ11TT9978
10,False,False,False,A,20.829773,"Veraval-Prashnavada-Kodinar Rd, Lodhwa, GJ 362275",70.576481,False,False,0.0,1527618121,571974,GJ11TT9978
11,False,False,False,A,20.829773,"Veraval-Prashnavada-Kodinar Rd, Lodhwa, GJ 362275",70.576481,False,False,0.0,1527618076,571974,GJ11TT9978
12,False,False,False,A,20.829773,"Veraval-Prashnavada-Kodinar Rd, Lodhwa, GJ 362275",70.576481,False,False,0.0,1527618031,571974,GJ11TT9978
13,False,False,False,A,20.829773,"Veraval-Prashnavada-Kodinar Rd, Lodhwa, GJ 362275",70.576481,False,False,0.0,1527617986,571974,GJ11TT9978
