,case_open,harsh_acceleration,hbk,ign,lat,lname,lon,osf,panic,spd,tis,fk_asset_id,lic_plate_no
0,False,False,False,A,23.173047,"Unnamed Road, GJ 370240",70.179004,False,False,0.0,1527618361,571731,GJ12AU6912
1,False,False,False,A,23.173047,"Unnamed Road, GJ 370240",70.179004,False,False,0.0,1527618061,571731,GJ12AU6912
2,False,False,False,A,23.173047,"Unnamed Road, GJ 370240",70.179004,False,False,0.0,1527617761,571731,GJ12AU6912
3,False,False,False,A,23.173047,"Unnamed Road, GJ 370240",70.179004,False,False,0.0,1527617461,571731,GJ12AU6912
4,False,False,False,A,23.173047,"Unnamed Road, GJ 370240",70.179004,False,False,0.0,1527617161,571731,GJ12AU6912
5,False,False,False,A,23.173047,"Unnamed Road, GJ 370240",70.179004,False,False,0.0,1527616861,571731,GJ12AU6912
6,False,False,False,A,23.173047,"Unnamed Road, GJ 370240",70.179004,False,False,0.0,1527616561,571731,GJ12AU6912
7,False,False,False,A,23.173047,"Unnamed Road, GJ 370240",70.179004,False,False,0.0,1527616261,571731,GJ12AU6912
8,False,False,False,A,23.173047,"Unnamed Road, GJ 370240",70.179004,False,False,0.0,1527615961,571731,GJ12AU6912
9,False,False,False,A,23.173047,"Unnamed Road, GJ 370240",70.179004,False,False,0.0,1527615661,571731,GJ12AU6912
10,False,False,False,A,23.173047,"Unnamed Road, GJ 370240",70.179004,False,False,0.0,1527615361,571731,GJ12AU6912
11,False,False,False,A,23.173047,"Unnamed Road, GJ 370240",70.179004,False,False,0.0,1527615061,571731,GJ12AU6912
12,False,False,False,A,23.173047,"Unnamed Road, GJ 370240",70.179004,False,False,0.0,1527614761,571731,GJ12AU6912
13,False,False,False,A,23.173047,"Unnamed Road, GJ 370240",70.179004,False,False,0.0,1527614461,571731,GJ12AU6912
14,False,False,False,A,23.173047,"Unnamed Road, GJ 370240",70.179004,False,False,0.0,1527614161,571731,GJ12AU6912
15,False,False,False,A,23.173047,"Unnamed Road, GJ 370240",70.179004,False,False,0.0,1527613861,571731,GJ12AU6912
16,False,False,False,A,23.173047,"Unnamed Road, GJ 370240",70.179004,False,False,0.0,1527613561,571731,GJ12AU6912
17,False,False,False,A,23.173047,"Unnamed Road, GJ 370240",70.179004,False,False,0.0,1527613261,571731,GJ12AU6912
18,False,False,False,A,23.173047,"Unnamed Road, GJ 370240",70.179004,False,False,0.0,1527612961,571731,GJ12AU6912
19,False,False,False,A,23.173047,"Unnamed Road, GJ 370240",70.179004,False,False,0.0,1527612660,571731,GJ12AU6912
20,False,False,False,A,23.173047,"Unnamed Road, GJ 370240",70.179004,False,False,0.0,1527612360,571731,GJ12AU6912
21,False,False,False,A,23.173047,"Unnamed Road, GJ 370240",70.179004,False,False,0.0,1527612060,571731,GJ12AU6912
22,False,False,False,A,23.173047,"Unnamed Road, GJ 370240",70.179004,False,False,0.0,1527611761,571731,GJ12AU6912
23,False,False,False,A,23.173047,"Unnamed Road, GJ 370240",70.179004,False,False,0.0,1527611460,571731,GJ12AU6912
24,False,False,False,A,23.173047,"Unnamed Road, GJ 370240",70.179004,False,False,0.0,1527611160,571731,GJ12AU6912
25,False,False,False,A,23.172957,"Unnamed Road, GJ 370240",70.179346,False,False,0.0,1527610860,571731,GJ12AU6912
26,False,False,False,A,23.172957,"Unnamed Road, GJ 370240",70.179346,False,False,0.0,1527610560,571731,GJ12AU6912
27,False,False,False,A,23.172957,"Unnamed Road, GJ 370240",70.179346,False,False,0.0,1527610260,571731,GJ12AU6912
28,False,False,False,A,23.172957,"Unnamed Road, GJ 370240",70.179346,False,False,0.0,1527609960,571731,GJ12AU6912
29,False,False,False,A,23.172957,"Unnamed Road, GJ 370240",70.179346,False,False,0.0,1527609660,571731,GJ12AU6912
30,False,False,False,A,23.172957,"Unnamed Road, GJ 370240",70.179346,False,False,0.0,1527609360,571731,GJ12AU6912
31,False,False,False,A,23.172957,"Unnamed Road, GJ 370240",70.179346,False,False,0.0,1527609060,571731,GJ12AU6912
32,False,False,False,A,23.172957,"Unnamed Road, GJ 370240",70.179346,False,False,0.0,1527608760,571731,GJ12AU6912
33,False,False,False,A,23.172957,"Unnamed Road, GJ 370240",70.179346,False,False,0.0,1527608460,571731,GJ12AU6912
34,False,False,False,A,23.172957,"Unnamed Road, GJ 370240",70.179346,False,False,0.0,1527608160,571731,GJ12AU6912
35,False,False,False,A,23.172957,"Unnamed Road, GJ 370240",70.179346,False,False,0.0,1527607860,571731,GJ12AU6912
36,False,False,False,A,23.172957,"Unnamed Road, GJ 370240",70.179346,False,False,0.0,1527607560,571731,GJ12AU6912
37,False,False,False,A,23.172957,"Unnamed Road, GJ 370240",70.179346,False,False,0.0,1527607260,571731,GJ12AU6912
38,False,False,False,A,23.172957,"Unnamed Road, GJ 370240",70.179346,False,False,0.0,1527606960,571731,GJ12AU6912
39,False,False,False,A,23.172957,"Unnamed Road, GJ 370240",70.179346,False,False,0.0,1527606660,571731,GJ12AU6912
40,False,False,False,A,23.172957,"Unnamed Road, GJ 370240",70.179346,False,False,0.0,1527606360,571731,GJ12AU6912
41,False,False,False,A,23.172957,"Unnamed Road, GJ 370240",70.179346,False,False,0.0,1527606060,571731,GJ12AU6912
42,False,False,False,A,23.172957,"Unnamed Road, GJ 370240",70.179346,False,False,0.0,1527605760,571731,GJ12AU6912
43,False,False,False,A,23.172957,"Unnamed Road, GJ 370240",70.179346,False,False,0.0,1527605460,571731,GJ12AU6912
44,False,False,False,A,23.172957,"Unnamed Road, GJ 370240",70.179346,False,False,0.0,1527605160,571731,GJ12AU6912
45,False,False,False,A,23.172957,"Unnamed Road, GJ 370240",70.179346,False,False,0.0,1527604860,571731,GJ12AU6912
46,False,False,False,A,23.172957,"Unnamed Road, GJ 370240",70.179346,False,False,0.0,1527604560,571731,GJ12AU6912
47,False,False,False,A,23.172957,"Unnamed Road, GJ 370240",70.179346,False,False,0.0,1527604260,571731,GJ12AU6912
48,False,False,False,A,23.172957,"Unnamed Road, GJ 370240",70.179346,False,False,0.0,1527603960,571731,GJ12AU6912
49,False,False,False,A,23.172957,"Unnamed Road, GJ 370240",70.179346,False,False,0.0,1527603660,571731,GJ12AU6912
50,False,False,False,A,23.172957,"Unnamed Road, GJ 370240",70.179346,False,False,0.0,1527603360,571731,GJ12AU6912
51,False,False,False,A,23.172957,"Unnamed Road, GJ 370240",70.179346,False,False,0.0,1527603060,571731,GJ12AU6912
52,False,False,False,A,23.172957,"Unnamed Road, GJ 370240",70.179346,False,False,0.0,1527602760,571731,GJ12AU6912
53,False,False,False,A,23.172957,"Unnamed Road, GJ 370240",70.179346,False,False,0.0,1527602460,571731,GJ12AU6912
54,False,False,False,A,23.172957,"Unnamed Road, GJ 370240",70.179346,False,False,0.0,1527602160,571731,GJ12AU6912
55,False,False,False,A,23.172957,"Unnamed Road, GJ 370240",70.179346,False,False,0.0,1527601860,571731,GJ12AU6912
56,False,False,False,A,23.172957,"Unnamed Road, GJ 370240",70.179346,False,False,0.0,1527601560,571731,GJ12AU6912
57,False,False,False,A,23.172957,"Unnamed Road, GJ 370240",70.179346,False,False,0.0,1527601260,571731,GJ12AU6912
58,False,False,False,A,23.172957,"Unnamed Road, GJ 370240",70.179346,False,False,0.0,1527600960,571731,GJ12AU6912
